Adawaty Master Tools Database v1.0
Part 1 — PDF Tools (001–100)

Category: PDF


| #   | English               | Arabic                | Slug                  |

المنافسون:

DB Fiddle (جزئيًا)
SQL Formatter
SQLize
ExtendsClass
TableConvert
IT-Tools

لكن مفيش موقع بيجمع كل الأدوات دي في مكان واحد.

Adawaty Master Tools Database v1.0
Part 19 — Database Tools (001–100)

Category: Database / SQL / NoSQL

🗄 SQL Formatting
#	English	العربية	Slug
001	SQL Formatter	تنسيق SQL	sql-formatter
002	SQL Beautifier	تحسين SQL	sql-beautifier
003	SQL Minifier	ضغط SQL	sql-minifier
004	SQL Validator	التحقق من SQL	sql-validator
005	SQL Syntax Checker	فحص الصياغة	sql-syntax-checker
006	SQL Query Formatter	تنسيق الاستعلامات	sql-query-formatter
007	SQL Pretty Print	عرض منسق	sql-pretty-print
008	SQL Keyword Uppercase	تكبير الكلمات المحجوزة	sql-uppercase
009	SQL Keyword Lowercase	تصغير الكلمات المحجوزة	sql-lowercase
010	SQL Comment Cleaner	إزالة التعليقات	sql-comment-cleaner
🔄 SQL Conversion
#	English	العربية	Slug
011	SQL to JSON	SQL إلى JSON	sql-to-json
012	JSON to SQL	JSON إلى SQL	json-to-sql
013	SQL to CSV	SQL إلى CSV	sql-to-csv
014	CSV to SQL	CSV إلى SQL	csv-to-sql
015	SQL to Excel	SQL إلى Excel	sql-to-excel
016	Excel to SQL	Excel إلى SQL	excel-to-sql
017	SQL to XML	SQL إلى XML	sql-to-xml
018	XML to SQL	XML إلى SQL	xml-to-sql
019	SQL to YAML	SQL إلى YAML	sql-to-yaml
020	YAML to SQL	YAML إلى SQL	yaml-to-sql
📊 Table Tools
#	English	العربية	Slug
021	CREATE TABLE Generator	مولد CREATE TABLE	create-table
022	ALTER TABLE Generator	مولد ALTER TABLE	alter-table
023	DROP TABLE Generator	مولد DROP TABLE	drop-table
024	Table Compare	مقارنة الجداول	table-compare-sql
025	Table Diff	الاختلافات	table-diff
026	Table Relationship Viewer	عرض العلاقات	table-relations
027	ER Diagram Generator	مولد ER Diagram	er-diagram
028	Schema Visualizer	عرض Schema	schema-visualizer
029	Foreign Key Generator	مولد Foreign Keys	foreign-key
030	Index Generator	مولد Index	index-generator
⚡ Query Tools
#	English	العربية	Slug
031	SELECT Builder	مولد SELECT	select-builder
032	INSERT Builder	مولد INSERT	insert-builder
033	UPDATE Builder	مولد UPDATE	update-builder
034	DELETE Builder	مولد DELETE	delete-builder
035	JOIN Builder	مولد JOIN	join-builder
036	GROUP BY Builder	مولد GROUP BY	groupby-builder
037	ORDER BY Builder	مولد ORDER BY	orderby-builder
038	CASE WHEN Builder	مولد CASE WHEN	case-builder
039	CTE Builder	مولد CTE	cte-builder
040	Stored Procedure Generator	مولد Stored Procedures	stored-procedure
📈 Analysis
#	English	العربية	Slug
041	Execution Plan Viewer	عرض Execution Plan	execution-plan
042	Query Cost Estimator	تقدير تكلفة الاستعلام	query-cost
043	Missing Index Finder	كشف Indexes المفقودة	missing-index
044	Duplicate Index Finder	كشف التكرار	duplicate-index
045	Unused Index Detector	كشف Index غير مستخدم	unused-index
046	SQL Performance Analyzer	تحليل الأداء	sql-performance
047	Slow Query Analyzer	تحليل الاستعلامات البطيئة	slow-query
048	Deadlock Visualizer	عرض Deadlocks	deadlock-visualizer
049	Transaction Analyzer	تحليل Transactions	transaction-analyzer
050	Database Health Report	تقرير صحة قاعدة البيانات	database-health
🌐 NoSQL
#	English	العربية	Slug
051	MongoDB Query Builder	مولد MongoDB	mongodb-builder
052	MongoDB Aggregation Builder	Aggregation Builder	mongodb-aggregation
053	BSON Viewer	عارض BSON	bson-viewer
054	JSON Document Formatter	تنسيق المستندات	json-document
055	Redis Command Builder	مولد Redis	redis-builder
056	Redis Key Inspector	فحص Redis Keys	redis-key
057	Elasticsearch Query Builder	مولد Elasticsearch	elasticsearch-builder
058	Cassandra Query Builder	مولد Cassandra	cassandra-builder
059	DynamoDB Query Builder	مولد DynamoDB	dynamodb-builder
060	Firestore Query Builder	مولد Firestore	firestore-builder
🔄 Migration
#	English	العربية	Slug
061	MySQL to PostgreSQL	MySQL إلى PostgreSQL	mysql-postgres
062	PostgreSQL to MySQL	PostgreSQL إلى MySQL	postgres-mysql
063	SQL Server to MySQL	SQL Server إلى MySQL	sqlserver-mysql
064	Oracle to PostgreSQL	Oracle إلى PostgreSQL	oracle-postgres
065	SQLite Converter	محول SQLite	sqlite-converter
066	Database Schema Converter	محول Schema	schema-converter
067	Charset Converter	تحويل الترميز	charset-converter
068	Collation Converter	تحويل Collation	collation-converter
069	Migration Script Generator	مولد سكربتات الترحيل	migration-script
070	Rollback Script Generator	مولد Rollback	rollback-script
📋 Sample Data
#	English	العربية	Slug
071	Fake Data Generator	مولد بيانات وهمية	fake-data
072	SQL Seed Generator	مولد Seed Data	seed-generator
073	Random User Generator	مولد مستخدمين	random-users
074	Address Generator	مولد العناوين	address-generator
075	Phone Generator	مولد أرقام الهواتف	phone-generator
076	Company Generator	مولد الشركات	company-generator
077	Product Generator	مولد المنتجات	product-generator
078	Invoice Data Generator	مولد بيانات الفواتير	invoice-data
079	Order Data Generator	مولد الطلبات	order-data
080	Database Seeder	مولد قواعد البيانات التجريبية	database-seeder
🛠 Utilities
#	English	العربية	Slug
081	Connection String Builder	مولد Connection String	connection-string
082	SQL Cheat Sheet	مرجع SQL	sql-cheatsheet
083	Reserved Keywords Viewer	الكلمات المحجوزة	reserved-keywords
084	Database Version Detector	كشف الإصدار	db-version
085	Schema Compare	مقارنة Schema	schema-compare
086	Database Metadata Viewer	عرض Metadata	db-metadata
087	SQL Script Splitter	تقسيم السكربتات	sql-splitter
088	SQL Script Merger	دمج السكربتات	sql-merger
089	Database Toolkit	مجموعة أدوات قواعد البيانات	database-toolkit
090	SQL Workspace	بيئة عمل SQL	sql-workspace
091	Prisma Schema Generator	مولد Prisma	prisma-schema
092	Drizzle Schema Generator	مولد Drizzle ORM	drizzle-schema
093	TypeORM Entity Generator	مولد TypeORM	typeorm-entity
094	Sequelize Model Generator	مولد Sequelize	sequelize-model
095	Knex Migration Generator	مولد Knex Migration	knex-migration
096	Database Documentation Generator	مولد توثيق قاعدة البيانات	db-docs
097	SQL Linter	مدقق SQL	sql-linter
098	SQL Query Explainer	شرح الاستعلامات	sql-explainer
099	Database Workspace	بيئة قواعد البيانات	database-workspace
100	Ultimate Database Toolkit	مجموعة قواعد البيانات الشاملة	ultimate-database
⭐️ قسم أنصح بإضافته بقوة
ORM Tools
Prisma Playground
Prisma Query Builder
Entity Framework Helper
Hibernate Query Builder
Laravel Eloquent Builder
Django ORM Builder
SQLAlchemy Query Builder
Data Engineering
ETL Pipeline Generator
CSV Mapping Tool
Data Masking Tool
Data Anonymizer
SQL Data Lineage Viewer
Data Quality Checker
AI Database
AI SQL Generator
AI SQL Optimizer
AI Explain Query
AI Database Design
AI ER Diagram Generator
AI Schema Normalizer

ممتاز. القسم القادم هو **Database Tools**، وده من أكثر الأقسام اللي بيفتقدها معظم مواقع الأدوات، مع إنه مطلوب جدًا من المطورين وفرق الـ DevOps وData Engineers.

المنافسون:

* DB Fiddle (جزئيًا)
* SQL Formatter
* SQLize
* ExtendsClass
* TableConvert
* IT-Tools

لكن مفيش موقع بيجمع كل الأدوات دي في مكان واحد.

---

# Adawaty Master Tools Database v1.0

## Part 19 — Database Tools (001–100)

> **Category: Database / SQL / NoSQL**

---

# 🗄 SQL Formatting

| #   | English               | العربية                | Slug                |
| --- | --------------------- | ---------------------- | ------------------- |
| 001 | SQL Formatter         | تنسيق SQL              | sql-formatter       |
| 002 | SQL Beautifier        | تحسين SQL              | sql-beautifier      |
| 003 | SQL Minifier          | ضغط SQL                | sql-minifier        |
| 004 | SQL Validator         | التحقق من SQL          | sql-validator       |
| 005 | SQL Syntax Checker    | فحص الصياغة            | sql-syntax-checker  |
| 006 | SQL Query Formatter   | تنسيق الاستعلامات      | sql-query-formatter |
| 007 | SQL Pretty Print      | عرض منسق               | sql-pretty-print    |
| 008 | SQL Keyword Uppercase | تكبير الكلمات المحجوزة | sql-uppercase       |
| 009 | SQL Keyword Lowercase | تصغير الكلمات المحجوزة | sql-lowercase       |
| 010 | SQL Comment Cleaner   | إزالة التعليقات        | sql-comment-cleaner |

---

# 🔄 SQL Conversion

| #   | English      | العربية       | Slug         |
| --- | ------------ | ------------- | ------------ |
| 011 | SQL to JSON  | SQL إلى JSON  | sql-to-json  |
| 012 | JSON to SQL  | JSON إلى SQL  | json-to-sql  |
| 013 | SQL to CSV   | SQL إلى CSV   | sql-to-csv   |
| 014 | CSV to SQL   | CSV إلى SQL   | csv-to-sql   |
| 015 | SQL to Excel | SQL إلى Excel | sql-to-excel |
| 016 | Excel to SQL | Excel إلى SQL | excel-to-sql |
| 017 | SQL to XML   | SQL إلى XML   | sql-to-xml   |
| 018 | XML to SQL   | XML إلى SQL   | xml-to-sql   |
| 019 | SQL to YAML  | SQL إلى YAML  | sql-to-yaml  |
| 020 | YAML to SQL  | YAML إلى SQL  | yaml-to-sql  |

---

# 📊 Table Tools

| #   | English                   | العربية           | Slug              |
| --- | ------------------------- | ----------------- | ----------------- |
| 021 | CREATE TABLE Generator    | مولد CREATE TABLE | create-table      |
| 022 | ALTER TABLE Generator     | مولد ALTER TABLE  | alter-table       |
| 023 | DROP TABLE Generator      | مولد DROP TABLE   | drop-table        |
| 024 | Table Compare             | مقارنة الجداول    | table-compare-sql |
| 025 | Table Diff                | الاختلافات        | table-diff        |
| 026 | Table Relationship Viewer | عرض العلاقات      | table-relations   |
| 027 | ER Diagram Generator      | مولد ER Diagram   | er-diagram        |
| 028 | Schema Visualizer         | عرض Schema        | schema-visualizer |
| 029 | Foreign Key Generator     | مولد Foreign Keys | foreign-key       |
| 030 | Index Generator           | مولد Index        | index-generator   |

---

# ⚡ Query Tools

| #   | English                    | العربية                | Slug             |
| --- | -------------------------- | ---------------------- | ---------------- |
| 031 | SELECT Builder             | مولد SELECT            | select-builder   |
| 032 | INSERT Builder             | مولد INSERT            | insert-builder   |
| 033 | UPDATE Builder             | مولد UPDATE            | update-builder   |
| 034 | DELETE Builder             | مولد DELETE            | delete-builder   |
| 035 | JOIN Builder               | مولد JOIN              | join-builder     |
| 036 | GROUP BY Builder           | مولد GROUP BY          | groupby-builder  |
| 037 | ORDER BY Builder           | مولد ORDER BY          | orderby-builder  |
| 038 | CASE WHEN Builder          | مولد CASE WHEN         | case-builder     |
| 039 | CTE Builder                | مولد CTE               | cte-builder      |
| 040 | Stored Procedure Generator | مولد Stored Procedures | stored-procedure |

---

# 📈 Analysis

| #   | English                  | العربية                   | Slug                 |
| --- | ------------------------ | ------------------------- | -------------------- |
| 041 | Execution Plan Viewer    | عرض Execution Plan        | execution-plan       |
| 042 | Query Cost Estimator     | تقدير تكلفة الاستعلام     | query-cost           |
| 043 | Missing Index Finder     | كشف Indexes المفقودة      | missing-index        |
| 044 | Duplicate Index Finder   | كشف التكرار               | duplicate-index      |
| 045 | Unused Index Detector    | كشف Index غير مستخدم      | unused-index         |
| 046 | SQL Performance Analyzer | تحليل الأداء              | sql-performance      |
| 047 | Slow Query Analyzer      | تحليل الاستعلامات البطيئة | slow-query           |
| 048 | Deadlock Visualizer      | عرض Deadlocks             | deadlock-visualizer  |
| 049 | Transaction Analyzer     | تحليل Transactions        | transaction-analyzer |
| 050 | Database Health Report   | تقرير صحة قاعدة البيانات  | database-health      |

---

# 🌐 NoSQL

| #   | English                     | العربية             | Slug                  |
| --- | --------------------------- | ------------------- | --------------------- |
| 051 | MongoDB Query Builder       | مولد MongoDB        | mongodb-builder       |
| 052 | MongoDB Aggregation Builder | Aggregation Builder | mongodb-aggregation   |
| 053 | BSON Viewer                 | عارض BSON           | bson-viewer           |
| 054 | JSON Document Formatter     | تنسيق المستندات     | json-document         |
| 055 | Redis Command Builder       | مولد Redis          | redis-builder         |
| 056 | Redis Key Inspector         | فحص Redis Keys      | redis-key             |
| 057 | Elasticsearch Query Builder | مولد Elasticsearch  | elasticsearch-builder |
| 058 | Cassandra Query Builder     | مولد Cassandra      | cassandra-builder     |
| 059 | DynamoDB Query Builder      | مولد DynamoDB       | dynamodb-builder      |
| 060 | Firestore Query Builder     | مولد Firestore      | firestore-builder     |

---

# 🔄 Migration

| #   | English                    | العربية               | Slug                |
| --- | -------------------------- | --------------------- | ------------------- |
| 061 | MySQL to PostgreSQL        | MySQL إلى PostgreSQL  | mysql-postgres      |
| 062 | PostgreSQL to MySQL        | PostgreSQL إلى MySQL  | postgres-mysql      |
| 063 | SQL Server to MySQL        | SQL Server إلى MySQL  | sqlserver-mysql     |
| 064 | Oracle to PostgreSQL       | Oracle إلى PostgreSQL | oracle-postgres     |
| 065 | SQLite Converter           | محول SQLite           | sqlite-converter    |
| 066 | Database Schema Converter  | محول Schema           | schema-converter    |
| 067 | Charset Converter          | تحويل الترميز         | charset-converter   |
| 068 | Collation Converter        | تحويل Collation       | collation-converter |
| 069 | Migration Script Generator | مولد سكربتات الترحيل  | migration-script    |
| 070 | Rollback Script Generator  | مولد Rollback         | rollback-script     |

---

# 📋 Sample Data

| #   | English                | العربية                       | Slug              |
| --- | ---------------------- | ----------------------------- | ----------------- |
| 071 | Fake Data Generator    | مولد بيانات وهمية             | fake-data         |
| 072 | SQL Seed Generator     | مولد Seed Data                | seed-generator    |
| 073 | Random User Generator  | مولد مستخدمين                 | random-users      |
| 074 | Address Generator      | مولد العناوين                 | address-generator |
| 075 | Phone Generator        | مولد أرقام الهواتف            | phone-generator   |
| 076 | Company Generator      | مولد الشركات                  | company-generator |
| 077 | Product Generator      | مولد المنتجات                 | product-generator |
| 078 | Invoice Data Generator | مولد بيانات الفواتير          | invoice-data      |
| 079 | Order Data Generator   | مولد الطلبات                  | order-data        |
| 080 | Database Seeder        | مولد قواعد البيانات التجريبية | database-seeder   |

---

# 🛠 Utilities

| #   | English                          | العربية                       | Slug               |
| --- | -------------------------------- | ----------------------------- | ------------------ |
| 081 | Connection String Builder        | مولد Connection String        | connection-string  |
| 082 | SQL Cheat Sheet                  | مرجع SQL                      | sql-cheatsheet     |
| 083 | Reserved Keywords Viewer         | الكلمات المحجوزة              | reserved-keywords  |
| 084 | Database Version Detector        | كشف الإصدار                   | db-version         |
| 085 | Schema Compare                   | مقارنة Schema                 | schema-compare     |
| 086 | Database Metadata Viewer         | عرض Metadata                  | db-metadata        |
| 087 | SQL Script Splitter              | تقسيم السكربتات               | sql-splitter       |
| 088 | SQL Script Merger                | دمج السكربتات                 | sql-merger         |
| 089 | Database Toolkit                 | مجموعة أدوات قواعد البيانات   | database-toolkit   |
| 090 | SQL Workspace                    | بيئة عمل SQL                  | sql-workspace      |
| 091 | Prisma Schema Generator          | مولد Prisma                   | prisma-schema      |
| 092 | Drizzle Schema Generator         | مولد Drizzle ORM              | drizzle-schema     |
| 093 | TypeORM Entity Generator         | مولد TypeORM                  | typeorm-entity     |
| 094 | Sequelize Model Generator        | مولد Sequelize                | sequelize-model    |
| 095 | Knex Migration Generator         | مولد Knex Migration           | knex-migration     |
| 096 | Database Documentation Generator | مولد توثيق قاعدة البيانات     | db-docs            |
| 097 | SQL Linter                       | مدقق SQL                      | sql-linter         |
| 098 | SQL Query Explainer              | شرح الاستعلامات               | sql-explainer      |
| 099 | Database Workspace               | بيئة قواعد البيانات           | database-workspace |
| 100 | Ultimate Database Toolkit        | مجموعة قواعد البيانات الشاملة | ultimate-database  |

---

# ⭐️ قسم أنصح بإضافته بقوة

## ORM Tools

* Prisma Playground
* Prisma Query Builder
* Entity Framework Helper
* Hibernate Query Builder
* Laravel Eloquent Builder
* Django ORM Builder
* SQLAlchemy Query Builder

## Data Engineering

* ETL Pipeline Generator
* CSV Mapping Tool
* Data Masking Tool
* Data Anonymizer
* SQL Data Lineage Viewer
* Data Quality Checker

## AI Database

* AI SQL Generator
* AI SQL Optimizer
* AI Explain Query
* AI Database Design
* AI ER Diagram Generator
* AI Schema Normalizer

---

# 📊 الإحصائية الحالية

| القسم                |   عدد الأدوات |
| -------------------- | ------------: |
| PDF                  |           200 |
| Images               |           200 |
| Video                |           200 |
| Audio                |           200 |
| Developer            |           100 |
| Security             |           100 |
| Networking           |           100 |
| SEO                  |           100 |
| Text & Documents     |           100 |
| Calculators          |           100 |
| Unit Converters      |           100 |
| Social Media         |           100 |
| Office & Spreadsheet |           100 |
| Design & Color       |           100 |
| Database             |           100 |
| **الإجمالي**         | **1900 أداة** |

## توصية مهمة

بعد الوصول إلى **Adawaty** يمكن أن يكون أكثر من مجرد موقع أدوات. يمكن تقسيمه مستقبلًا إلى "مراكز" (Hubs) مثل:

* Creator Hub
* Developer Hub
* Office Hub
* SEO Hub
* Security Hub
* AI Hub
* Business Hub

كل Hub يجمع الأدوات ذات الصلة مع صفحات تعليمية وأمثلة عملية، مما يحسن تجربة المستخدم والـ SEO ويزيد مدة بقاء الزائر داخل الموقع.



القسم التالي في رأيي من أكثر الأقسام التي تنقص مواقع الأدوات الحالية، وهو Cloud & DevOps Tools.

هذا القسم يجذب:

DevOps Engineers
Cloud Engineers
Platform Engineers
SRE
Kubernetes Admins
AWS / Azure / GCP Engineers

والمنافسون لا يجمعونه في مكان واحد، بل هو موزع بين مواقع مثل:

Kubernetes.io
Helm
Terraform
IT-Tools
DevToys
JSON Crack
YAML Validator
K8s Lens
Adawaty Master Tools Database v1.0
Part 20 — Cloud & DevOps Tools (001–100)

Category: Cloud / DevOps

☸ Kubernetes
#	English	العربية	Slug
001	Kubernetes YAML Validator	التحقق من YAML	k8s-yaml-validator
002	Kubernetes Manifest Generator	مولد Manifest	k8s-manifest
003	Deployment Generator	مولد Deployment	deployment-generator
004	Service Generator	مولد Service	service-generator
005	Ingress Generator	مولد Ingress	ingress-generator
006	ConfigMap Generator	مولد ConfigMap	configmap-generator
007	Secret Generator	مولد Secret	secret-generator
008	Persistent Volume Generator	مولد PV	pv-generator
009	Persistent Volume Claim Generator	مولد PVC	pvc-generator
010	Kustomize Generator	مولد Kustomize	kustomize-generator
🐳 Docker
#	English	العربية	Slug
011	Dockerfile Generator	مولد Dockerfile	dockerfile-generator
012	Docker Compose Generator	مولد Docker Compose	docker-compose
013	Docker Compose Validator	التحقق من Compose	docker-compose-validator
014	Docker Ignore Generator	مولد .dockerignore	dockerignore
015	Docker Run Builder	مولد docker run	docker-run
016	Docker Inspect Viewer	عارض Inspect	docker-inspect
017	Docker Image Analyzer	تحليل Image	docker-image
018	Docker Tag Helper	مساعد Tags	docker-tag
019	Docker Layer Viewer	عرض Layers	docker-layers
020	Docker Cheat Sheet	مرجع Docker	docker-cheatsheet
🌍 Terraform
#	English	العربية	Slug
021	Terraform Formatter	تنسيق Terraform	terraform-format
022	Terraform Validator	التحقق من Terraform	terraform-validator
023	Terraform Module Generator	مولد Modules	terraform-module
024	Terraform Variable Generator	مولد Variables	terraform-variables
025	Terraform Output Generator	مولد Outputs	terraform-output
026	Terraform Backend Generator	مولد Backend	terraform-backend
027	Terraform Provider Generator	مولد Providers	terraform-provider
028	Terraform Plan Viewer	عارض Plan	terraform-plan
029	Terraform Graph Viewer	عارض Graph	terraform-graph
030	Terraform Cheat Sheet	مرجع Terraform	terraform-cheatsheet
☁ AWS
#	English	العربية	Slug
031	AWS ARN Decoder	محلل ARN	aws-arn
032	AWS Policy Formatter	تنسيق IAM Policy	aws-policy
033	AWS Policy Validator	التحقق من IAM Policy	aws-policy-validator
034	AWS IAM Policy Generator	مولد IAM Policy	aws-iam
035	AWS CLI Command Builder	مولد أوامر CLI	aws-cli
036	AWS Cron Builder	مولد CloudWatch Cron	aws-cron
037	AWS Pricing Estimator	تقدير التكلفة	aws-pricing
038	AWS Region Finder	مناطق AWS	aws-region
039	AWS Service Mapper	خريطة الخدمات	aws-services
040	AWS Architecture Builder	مولد المعمارية	aws-architecture
☁ Azure
#	English	العربية	Slug
041	Azure Resource ID Parser	محلل Resource ID	azure-resource
042	Azure ARM Template Validator	التحقق من ARM	azure-arm
043	Azure Bicep Validator	التحقق من Bicep	azure-bicep
044	Azure CLI Builder	مولد Azure CLI	azure-cli
045	Azure Pricing Estimator	تقدير التكلفة	azure-pricing
046	Azure Region Finder	مناطق Azure	azure-region
047	Azure VM Size Finder	أحجام VM	azure-vm
048	Azure Storage Calculator	حاسبة التخزين	azure-storage
049	Azure Naming Helper	قواعد التسمية	azure-naming
050	Azure Architecture Builder	مولد المعمارية	azure-architecture
☁ Google Cloud
#	English	العربية	Slug
051	GCP IAM Policy Viewer	عرض IAM	gcp-iam
052	GCP Project ID Helper	مساعد Project ID	gcp-project
053	GCP Region Finder	مناطق GCP	gcp-region
054	GCP Pricing Estimator	تقدير التكلفة	gcp-pricing
055	GCP CLI Builder	مولد gcloud	gcloud-builder
056	GCP Architecture Builder	مولد المعمارية	gcp-architecture
057	Cloud Storage Calculator	حاسبة التخزين	gcp-storage
058	BigQuery Query Helper	مساعد BigQuery	bigquery-helper
059	Pub/Sub Message Builder	مولد Pub/Sub	pubsub-builder
060	Cloud Run Helper	مساعد Cloud Run	cloud-run-helper
🚀 CI/CD
#	English	العربية	Slug
061	GitHub Actions YAML Generator	مولد GitHub Actions	github-actions
062	GitLab CI Generator	مولد GitLab CI	gitlab-ci
063	Azure Pipeline Generator	مولد Azure Pipeline	azure-pipeline
064	Jenkinsfile Generator	مولد Jenkinsfile	jenkinsfile
065	CircleCI Config Generator	مولد CircleCI	circleci
066	Bitbucket Pipeline Generator	مولد Bitbucket	bitbucket-pipeline
067	Drone CI Generator	مولد Drone CI	drone-ci
068	Pipeline Visualizer	عارض Pipeline	pipeline-visualizer
069	YAML Pipeline Validator	التحقق من Pipeline	pipeline-validator
070	CI/CD Cheat Sheet	مرجع CI/CD	cicd-cheatsheet
📦 Infrastructure
#	English	العربية	Slug
071	Helm Chart Generator	مولد Helm	helm-chart
072	Helm Values Editor	محرر Values	helm-values
073	Helm Chart Validator	التحقق من Helm	helm-validator
074	Ansible Playbook Generator	مولد Playbook	ansible-playbook
075	Ansible Inventory Generator	مولد Inventory	ansible-inventory
076	Vagrantfile Generator	مولد Vagrantfile	vagrantfile
077	Nomad Job Generator	مولد Nomad	nomad-job
078	Consul KV Viewer	عارض Consul	consul-kv
079	Vault Policy Generator	مولد Vault Policy	vault-policy
080	Infrastructure Diagram Generator	مولد Infrastructure Diagram	infra-diagram
🛠 Utilities
#	English	العربية	Slug
081	YAML Formatter	تنسيق YAML	yaml-formatter-devops
082	YAML Diff	مقارنة YAML	yaml-diff-devops
083	YAML Merge	دمج YAML	yaml-merge-devops
084	Environment Variable Generator	مولد .env	env-generator
085	Secret Encoder	ترميز Secrets	secret-encoder
086	Cron Expression Builder	مولد Cron	cron-builder-devops
087	Semantic Version Generator	مولد Semantic Version	semver-generator
088	Release Notes Generator	مولد Release Notes	release-notes
089	Deployment Checklist	قائمة النشر	deployment-checklist
090	Incident Timeline Generator	مولد Timeline	incident-timeline
091	Runbook Generator	مولد Runbook	runbook-generator
092	SRE Error Budget Calculator	حاسبة Error Budget	error-budget
093	SLA/SLO Calculator	حاسبة SLA/SLO	sla-slo
094	Service Dependency Mapper	خريطة الخدمات	service-dependency
095	Cloud Cost Summary	ملخص التكلفة	cloud-cost-summary
096	Kubernetes Resource Calculator	حاسبة موارد Kubernetes	k8s-resource
097	DevOps Toolkit	مجموعة أدوات DevOps	devops-toolkit
098	Cloud Toolkit	مجموعة أدوات Cloud	cloud-toolkit
099	Platform Engineering Hub	منصة Platform Engineering	platform-hub
100	Ultimate DevOps Workspace	بيئة DevOps متكاملة	ultimate-devops
🔥 قسم متقدم أوصي به بشدة

لو أردت أن يصبح Adawaty مرجعًا لمهندسي الـ Cloud، أضف لاحقًا:

Observability
Prometheus Query Builder
Grafana Dashboard Builder
Loki Log Query Builder
Jaeger Trace Viewer
OpenTelemetry Config Generator
GitOps
ArgoCD Application Generator
FluxCD Config Builder
Helm Release Diff
Kustomize Diff Viewer
AI DevOps
AI Dockerfile Optimizer
AI Kubernetes YAML Generator
AI Terraform Generator
AI CI/CD Pipeline Builder
AI Incident RCA Generator
AI Log Analyzer


القسم القادم من أكثر الأقسام ربحية إذا استهدفت أصحاب المتاجر الإلكترونية، وهو:

🛒 E-commerce & Marketplace Tools

هذا القسم يخدم:

أصحاب Shopify
WooCommerce
Amazon
Etsy
eBay
TikTok Shop
Noon
Jumia
سلة
زد

المنافسون:

Shopify Tools
Helium10 (جزئيًا)
JungleScout (جزئيًا)
TinyIMG
SmartScout
Canva
SellerSprite

لكن لا يوجد موقع يجمع الأدوات المجانية كلها.

Adawaty Master Tools Database v1.0
Part 21 — E-commerce & Marketplace Tools (001–100)

Category: E-commerce

🛍 Product Listings
#	English	العربية	Slug
001	Product Title Generator	مولد عناوين المنتجات	product-title
002	Product Description Generator	مولد وصف المنتجات	product-description
003	Bullet Points Generator	مولد Bullet Points	bullet-generator
004	Product Features Generator	مولد المميزات	product-features
005	Product Specifications Generator	مولد المواصفات	product-specs
006	SEO Product Description	وصف متوافق مع SEO	seo-product
007	Short Product Description	وصف مختصر	short-description
008	Long Product Description	وصف طويل	long-description
009	Product FAQ Generator	مولد FAQ	product-faq
010	Product Summary Generator	ملخص المنتج	product-summary
🖼 Product Images
#	English	العربية	Slug
011	Remove Product Background	إزالة الخلفية	product-remove-bg
012	White Background Generator	خلفية بيضاء	white-background-product
013	Product Shadow Generator	إضافة ظل	product-shadow
014	Product Mockup Generator	مولد Mockups	product-mockup
015	Lifestyle Image Generator	صور Lifestyle	lifestyle-images
016	Product Watermark	علامة مائية	product-watermark
017	Marketplace Image Resizer	مقاسات المتاجر	marketplace-resizer
018	Amazon Image Checker	فحص صور أمازون	amazon-image
019	Image Compression for Stores	ضغط الصور	store-image-compress
020	Product Gallery Builder	معرض الصور	product-gallery
💰 Pricing
#	English	العربية	Slug
021	Profit Calculator	حاسبة الربح	store-profit
022	Margin Calculator	حاسبة الهامش	store-margin
023	Markup Calculator	حاسبة Markup	store-markup
024	Selling Price Calculator	سعر البيع	selling-price
025	Discount Calculator	حاسبة الخصومات	store-discount
026	Coupon Generator	مولد كوبونات	coupon-generator
027	VAT Calculator	ضريبة القيمة المضافة	store-vat
028	Marketplace Fee Calculator	رسوم المتاجر	marketplace-fees
029	Break-even Calculator	نقطة التعادل	break-even
030	ROI Calculator	العائد على الاستثمار	store-roi
📦 Inventory
#	English	العربية	Slug
031	SKU Generator	مولد SKU	sku-generator
032	Barcode Generator	مولد Barcode	barcode-generator
033	QR Code Generator	مولد QR	product-qr
034	Inventory Tracker	متابعة المخزون	inventory-tracker
035	Stock Alert Calculator	تنبيهات المخزون	stock-alert
036	Reorder Point Calculator	نقطة إعادة الطلب	reorder-point
037	ABC Inventory Analysis	تحليل ABC	abc-analysis
038	Product ID Generator	مولد Product ID	product-id
039	Batch Number Generator	مولد Batch	batch-number
040	Warehouse Label Generator	ملصقات المخازن	warehouse-label
📈 Marketing
#	English	العربية	Slug
041	Product Tags Generator	مولد Tags	product-tags
042	Marketplace Keywords	الكلمات المفتاحية	marketplace-keywords
043	Google Shopping Feed Generator	مولد Google Shopping Feed	shopping-feed
044	Facebook Catalog Feed	مولد Facebook Catalog	facebook-feed
045	Pinterest Product Pins	مولد Pins	product-pins
046	Email Subject Generator	عناوين البريد	email-subject
047	Promotion Text Generator	مولد نصوص العروض	promotion-text
048	Coupon Banner Generator	بانر الكوبونات	coupon-banner
049	Offer Countdown Generator	عداد العروض	offer-countdown
050	Marketing Calendar	تقويم التسويق	marketing-calendar
🏪 Shopify / WooCommerce
#	English	العربية	Slug
